sequence_id,coeff_0,coeff_1,coeff_2,coeff_3,param_0,param_1,param_2,param_3,sequence_path
10519,0.2356,0.0715,0.512,0.1809,-1.0,0.18100000000000002,0.9333,5.8011,/home/users/gangus/data_06-19-19_processed/sequence_10519.npy
17528,0.3559,0.3208,0.1392,0.184,-1.0,0.7881,0.1623,4.7318,/home/users/gangus/data_06-19-19_processed/sequence_17528.npy
6917,0.6251,0.0114,0.3418,0.0217,-1.0,0.175,0.3813,2.9865,/home/users/gangus/data_06-19-19_processed/sequence_6917.npy
10062,0.2971,0.2086,0.3984,0.0959,-1.0,0.856,0.0987,6.6706,/home/users/gangus/data_06-19-19_processed/sequence_10062.npy
7747,0.2521,0.0999,0.1224,0.5255,-1.0,0.2404,0.4521,5.6982,/home/users/gangus/data_06-19-19_processed/sequence_7747.npy
16414,0.0932,0.1262,0.3688,0.4118,-1.0,0.1536,0.7571,8.1262,/home/users/gangus/data_06-19-19_processed/sequence_16414.npy
70,0.4893,0.1077,0.1317,0.2713,-1.0,0.2426,0.7446,4.4346,/home/users/gangus/data_06-19-19_processed/sequence_70.npy
12779,0.4343,0.1192,0.3141,0.1323,-1.0,0.7413,0.3444,9.2172,/home/users/gangus/data_06-19-19_processed/sequence_12779.npy
18908,0.3223,0.2006,0.2933,0.1838,-1.0,0.2381,0.0781,5.9328,/home/users/gangus/data_06-19-19_processed/sequence_18908.npy
18663,0.2334,0.1949,0.17300000000000001,0.3987,-1.0,0.4488,0.9017,3.2288,/home/users/gangus/data_06-19-19_processed/sequence_18663.npy
19997,0.2155,0.2973,0.1624,0.3248,-1.0,0.836,0.9645,8.7305,/home/users/gangus/data_06-19-19_processed/sequence_19997.npy
19118,0.315,0.1223,0.2597,0.3031,-1.0,0.5563,0.5363,7.9557,/home/users/gangus/data_06-19-19_processed/sequence_19118.npy
13007,0.3467,0.4141,0.1192,0.12,-1.0,0.5378,0.9377,2.1848,/home/users/gangus/data_06-19-19_processed/sequence_13007.npy
17543,0.2679,0.3535,0.1722,0.2064,-1.0,0.3208,0.8545,4.5811,/home/users/gangus/data_06-19-19_processed/sequence_17543.npy
14398,0.1975,0.3828,0.2158,0.2039,-1.0,0.6928,0.0627,2.3535,/home/users/gangus/data_06-19-19_processed/sequence_14398.npy
15966,0.1347,0.2704,0.2624,0.3326,-1.0,0.2673,0.1905,3.3138,/home/users/gangus/data_06-19-19_processed/sequence_15966.npy
9872,0.0912,0.2414,0.2207,0.4467,-1.0,0.7225,0.1953,5.2073,/home/users/gangus/data_06-19-19_processed/sequence_9872.npy
8965,0.3563,0.1773,0.0083,0.4581,-1.0,0.2666,0.4158,2.5322,/home/users/gangus/data_06-19-19_processed/sequence_8965.npy
4884,0.2768,0.0223,0.4481,0.2528,-1.0,0.3874,0.3596,7.886,/home/users/gangus/data_06-19-19_processed/sequence_4884.npy
3413,0.1918,0.3665,0.1444,0.2973,-1.0,0.6051,0.5276,1.4545,/home/users/gangus/data_06-19-19_processed/sequence_3413.npy
10095,0.1198,0.2964,0.1297,0.45399999999999996,-1.0,0.4124,0.3048,6.013999999999999,/home/users/gangus/data_06-19-19_processed/sequence_10095.npy
9219,0.5275,0.1205,0.0008,0.3512,-1.0,0.633,0.0849,3.718,/home/users/gangus/data_06-19-19_processed/sequence_9219.npy
5483,0.1041,0.5112,0.3395,0.0452,-1.0,0.1151,0.1142,1.9157,/home/users/gangus/data_06-19-19_processed/sequence_5483.npy
14623,0.2227,0.2262,0.3761,0.175,-1.0,0.1244,0.2177,1.0462,/home/users/gangus/data_06-19-19_processed/sequence_14623.npy
4670,0.4858,0.2203,0.1123,0.1816,-1.0,0.3222,0.5386,5.3194,/home/users/gangus/data_06-19-19_processed/sequence_4670.npy
18769,0.1391,0.3364,0.4888,0.0356,-1.0,0.1288,0.508,1.9305,/home/users/gangus/data_06-19-19_processed/sequence_18769.npy
4072,0.1988,0.4449,0.1456,0.2107,-1.0,0.8555,0.7513,4.7718,/home/users/gangus/data_06-19-19_processed/sequence_4072.npy
11799,0.3287,0.115,0.2192,0.3372,-1.0,0.8904,0.5809,8.3166,/home/users/gangus/data_06-19-19_processed/sequence_11799.npy
8856,0.2532,0.1333,0.2924,0.3211,-1.0,0.5706,0.3811,5.2366,/home/users/gangus/data_06-19-19_processed/sequence_8856.npy
8565,0.4485,0.0495,0.109,0.39299999999999996,-1.0,0.6509999999999999,0.4889,5.6601,/home/users/gangus/data_06-19-19_processed/sequence_8565.npy
4309,0.23800000000000002,0.1622,0.2381,0.3617,-1.0,0.504,0.1216,8.6202,/home/users/gangus/data_06-19-19_processed/sequence_4309.npy
635,0.0443,0.0237,0.46,0.47200000000000003,-1.0,0.59,0.6635,7.7135,/home/users/gangus/data_06-19-19_processed/sequence_635.npy
13489,0.3441,0.3024,0.3343,0.0192,-1.0,0.2812,0.6679,6.3522,/home/users/gangus/data_06-19-19_processed/sequence_13489.npy
5967,0.0616,0.355,0.2658,0.3176,-1.0,0.705,0.5289,5.3759,/home/users/gangus/data_06-19-19_processed/sequence_5967.npy
18873,0.4489,0.2259,0.2277,0.0974,-1.0,0.7124,0.8918,4.1476,/home/users/gangus/data_06-19-19_processed/sequence_18873.npy
7323,0.2801,0.259,0.1685,0.2924,-1.0,0.1242,0.7844,1.7454,/home/users/gangus/data_06-19-19_processed/sequence_7323.npy
15774,0.0223,0.1215,0.4227,0.4335,-1.0,0.8082,0.4526,8.8103,/home/users/gangus/data_06-19-19_processed/sequence_15774.npy
15823,0.3426,0.374,0.2822,0.0012,-1.0,0.2862,0.4921,3.6719,/home/users/gangus/data_06-19-19_processed/sequence_15823.npy
15577,0.2901,0.0027,0.2488,0.4585,-1.0,0.616,0.9788,8.8643,/home/users/gangus/data_06-19-19_processed/sequence_15577.npy
7948,0.0352,0.4396,0.4194,0.1057,-1.0,0.3207,0.7411,9.9721,/home/users/gangus/data_06-19-19_processed/sequence_7948.npy
10247,0.2527,0.3299,0.0546,0.3628,-1.0,0.5638,0.0729,5.6204,/home/users/gangus/data_06-19-19_processed/sequence_10247.npy
3983,0.1405,0.2939,0.0904,0.4752,-1.0,0.3164,0.2199,2.0843,/home/users/gangus/data_06-19-19_processed/sequence_3983.npy
9481,0.3922,0.0901,0.2836,0.2342,-1.0,0.2053,0.0387,1.4785,/home/users/gangus/data_06-19-19_processed/sequence_9481.npy
4163,0.3194,0.0893,0.3216,0.2697,-1.0,0.4451,0.6686,6.5064,/home/users/gangus/data_06-19-19_processed/sequence_4163.npy
9847,0.1691,0.1765,0.4437,0.2107,-1.0,0.7349,0.7237,7.3633,/home/users/gangus/data_06-19-19_processed/sequence_9847.npy
6923,0.1751,0.3472,0.2709,0.2068,-1.0,0.4091,0.0531,4.4431,/home/users/gangus/data_06-19-19_processed/sequence_6923.npy
18782,0.0744,0.4115,0.2863,0.2278,-1.0,0.1437,0.1074,2.4753,/home/users/gangus/data_06-19-19_processed/sequence_18782.npy
9678,0.425,0.4257,0.0136,0.1356,-1.0,0.7648,0.5126,2.1926,/home/users/gangus/data_06-19-19_processed/sequence_9678.npy
1006,0.013999999999999999,0.361,0.2446,0.3803,-1.0,0.5605,0.3823,9.701,/home/users/gangus/data_06-19-19_processed/sequence_1006.npy
19976,0.1427,0.2795,0.2958,0.282,-1.0,0.1901,0.0784,2.351,/home/users/gangus/data_06-19-19_processed/sequence_19976.npy
7423,0.2499,0.0945,0.2265,0.4291,-1.0,0.6505,0.6581,3.1446,/home/users/gangus/data_06-19-19_processed/sequence_7423.npy
6456,0.1664,0.0384,0.1278,0.6675,-1.0,0.302,0.9876,8.6288,/home/users/gangus/data_06-19-19_processed/sequence_6456.npy
14243,0.2886,0.2243,0.2589,0.2282,-1.0,0.337,0.6703,4.649,/home/users/gangus/data_06-19-19_processed/sequence_14243.npy
19582,0.0292,0.2457,0.433,0.292,-1.0,0.5043,0.3233,6.9045,/home/users/gangus/data_06-19-19_processed/sequence_19582.npy
7083,0.43799999999999994,0.2344,0.171,0.1565,-1.0,0.8013,0.8427,7.072,/home/users/gangus/data_06-19-19_processed/sequence_7083.npy
19847,0.1484,0.3294,0.4717,0.0505,-1.0,0.4591,0.843,9.5202,/home/users/gangus/data_06-19-19_processed/sequence_19847.npy
261,0.3341,0.1437,0.1809,0.3413,-1.0,0.5926,0.0401,2.8521,/home/users/gangus/data_06-19-19_processed/sequence_261.npy
10802,0.3237,0.5187,0.08199999999999999,0.0756,-1.0,0.6,0.5655,1.1238,/home/users/gangus/data_06-19-19_processed/sequence_10802.npy
11918,0.3061,0.1056,0.268,0.3204,-1.0,0.6879,0.4291,7.114,/home/users/gangus/data_06-19-19_processed/sequence_11918.npy
9561,0.4581,0.0754,0.0093,0.4572,-1.0,0.2807,0.8431,2.1919,/home/users/gangus/data_06-19-19_processed/sequence_9561.npy
3578,0.0192,0.2003,0.3543,0.4261,-1.0,0.5943,0.3501,7.0817,/home/users/gangus/data_06-19-19_processed/sequence_3578.npy
18649,0.1467,0.2759,0.1815,0.3959,-1.0,0.2068,0.4096,8.1272,/home/users/gangus/data_06-19-19_processed/sequence_18649.npy
14123,0.2701,0.3988,0.2869,0.0441,-1.0,0.6614,0.2788,7.9573,/home/users/gangus/data_06-19-19_processed/sequence_14123.npy
10143,0.4571,0.0867,0.3202,0.1359,-1.0,0.2698,0.8107,3.6289999999999996,/home/users/gangus/data_06-19-19_processed/sequence_10143.npy
14495,0.2422,0.161,0.1586,0.4383,-1.0,0.4344,0.9476,4.1081,/home/users/gangus/data_06-19-19_processed/sequence_14495.npy
11162,0.2949,0.3026,0.1151,0.2874,-1.0,0.49700000000000005,0.1485,4.1297,/home/users/gangus/data_06-19-19_processed/sequence_11162.npy
11342,0.2923,0.2509,0.2503,0.2065,-1.0,0.6475,0.4313,1.0713,/home/users/gangus/data_06-19-19_processed/sequence_11342.npy
4036,0.1016,0.4809,0.2525,0.1651,-1.0,0.2243,0.3043,8.1696,/home/users/gangus/data_06-19-19_processed/sequence_4036.npy
3187,0.1132,0.289,0.1603,0.4375,-1.0,0.6523,0.8281,1.7352,/home/users/gangus/data_06-19-19_processed/sequence_3187.npy
2536,0.2166,0.2382,0.4025,0.1427,-1.0,0.425,0.8495,3.7708,/home/users/gangus/data_06-19-19_processed/sequence_2536.npy
1745,0.281,0.0698,0.1573,0.4918,-1.0,0.252,0.08,9.3738,/home/users/gangus/data_06-19-19_processed/sequence_1745.npy
13890,0.0844,0.3243,0.3668,0.2245,-1.0,0.5833,0.6713,7.8723,/home/users/gangus/data_06-19-19_processed/sequence_13890.npy
18387,0.1114,0.4311,0.2589,0.1987,-1.0,0.7644,0.5039,2.7575,/home/users/gangus/data_06-19-19_processed/sequence_18387.npy
17110,0.49700000000000005,0.1986,0.1761,0.1284,-1.0,0.3591,0.3608,1.6808,/home/users/gangus/data_06-19-19_processed/sequence_17110.npy
17042,0.1641,0.001,0.3363,0.4987,-1.0,0.1733,0.9307,3.8468,/home/users/gangus/data_06-19-19_processed/sequence_17042.npy
1048,0.0106,0.1755,0.3439,0.4699,-1.0,0.6815,0.1924,4.1411,/home/users/gangus/data_06-19-19_processed/sequence_1048.npy
13051,0.0728,0.3343,0.4398,0.1531,-1.0,0.7020000000000001,0.5585,9.6057,/home/users/gangus/data_06-19-19_processed/sequence_13051.npy
8505,0.2969,0.2377,0.247,0.2184,-1.0,0.863,0.2444,6.151,/home/users/gangus/data_06-19-19_processed/sequence_8505.npy
6348,0.2674,0.2199,0.2946,0.2181,-1.0,0.152,0.17800000000000002,1.8381,/home/users/gangus/data_06-19-19_processed/sequence_6348.npy
14396,0.1733,0.0788,0.4498,0.298,-1.0,0.3422,0.3101,2.0121,/home/users/gangus/data_06-19-19_processed/sequence_14396.npy
6667,0.0741,0.2706,0.2129,0.4424,-1.0,0.4162,0.6767,9.0987,/home/users/gangus/data_06-19-19_processed/sequence_6667.npy
4061,0.1611,0.3511,0.1499,0.3379,-1.0,0.3867,0.5387,7.9392,/home/users/gangus/data_06-19-19_processed/sequence_4061.npy
7387,0.3184,0.1016,0.3118,0.2681,-1.0,0.6865,0.5849,1.4299,/home/users/gangus/data_06-19-19_processed/sequence_7387.npy
2295,0.2469,0.1306,0.3293,0.2932,-1.0,0.8001,0.4472,3.4285,/home/users/gangus/data_06-19-19_processed/sequence_2295.npy
17659,0.1587,0.2886,0.2746,0.2781,-1.0,0.6387,0.4882,1.4854,/home/users/gangus/data_06-19-19_processed/sequence_17659.npy
6598,0.293,0.0519,0.2592,0.3959,-1.0,0.4753,0.6563,9.1552,/home/users/gangus/data_06-19-19_processed/sequence_6598.npy
9403,0.3064,0.255,0.3253,0.1132,-1.0,0.4397,0.5595,9.8304,/home/users/gangus/data_06-19-19_processed/sequence_9403.npy
8182,0.066,0.252,0.0955,0.5865,-1.0,0.6209,0.2922,5.8588,/home/users/gangus/data_06-19-19_processed/sequence_8182.npy
6519,0.3251,0.3051,0.2982,0.0716,-1.0,0.5963,0.0526,8.8895,/home/users/gangus/data_06-19-19_processed/sequence_6519.npy
17166,0.2064,0.2651,0.252,0.2765,-1.0,0.7982,0.6643,6.6277,/home/users/gangus/data_06-19-19_processed/sequence_17166.npy
4494,0.5363,0.3753,0.0722,0.0162,-1.0,0.4426,0.0374,6.4426,/home/users/gangus/data_06-19-19_processed/sequence_4494.npy
10774,0.287,0.0061,0.1962,0.5107,-1.0,0.7321,0.2852,8.5907,/home/users/gangus/data_06-19-19_processed/sequence_10774.npy
4289,0.2008,0.34299999999999997,0.3532,0.1031,-1.0,0.4991,0.4508,2.6056,/home/users/gangus/data_06-19-19_processed/sequence_4289.npy
2128,0.1271,0.4726,0.203,0.1974,-1.0,0.3485,0.7898,5.9664,/home/users/gangus/data_06-19-19_processed/sequence_2128.npy
2663,0.08,0.4806,0.1786,0.2608,-1.0,0.8529,0.5909,3.2173,/home/users/gangus/data_06-19-19_processed/sequence_2663.npy
19864,0.4737,0.2232,0.0813,0.2218,-1.0,0.4717,0.9329999999999999,4.8477,/home/users/gangus/data_06-19-19_processed/sequence_19864.npy
6003,0.0543,0.6104,0.0121,0.3232,-1.0,0.1425,0.8376,3.7229,/home/users/gangus/data_06-19-19_processed/sequence_6003.npy
6695,0.2423,0.5032,0.0527,0.2019,-1.0,0.1411,0.4205,4.5611,/home/users/gangus/data_06-19-19_processed/sequence_6695.npy
10166,0.3353,0.06,0.4492,0.1555,-1.0,0.3441,0.1472,5.9102,/home/users/gangus/data_06-19-19_processed/sequence_10166.npy
19642,0.3789,0.1337,0.1994,0.28800000000000003,-1.0,0.1078,0.5194,1.0931,/home/users/gangus/data_06-19-19_processed/sequence_19642.npy
10711,0.2514,0.18100000000000002,0.2027,0.3649,-1.0,0.8136,0.1393,3.0193,/home/users/gangus/data_06-19-19_processed/sequence_10711.npy
15011,0.2946,0.0509,0.4052,0.2493,-1.0,0.1882,0.2714,5.0206,/home/users/gangus/data_06-19-19_processed/sequence_15011.npy
16817,0.2816,0.3,0.1346,0.2838,-1.0,0.4527,0.4265,9.6747,/home/users/gangus/data_06-19-19_processed/sequence_16817.npy
10283,0.2132,0.2639,0.3099,0.2131,-1.0,0.2418,0.8035,1.8029,/home/users/gangus/data_06-19-19_processed/sequence_10283.npy
3544,0.2271,0.2272,0.251,0.2947,-1.0,0.4739,0.3943,8.8595,/home/users/gangus/data_06-19-19_processed/sequence_3544.npy
278,0.0766,0.3262,0.3002,0.297,-1.0,0.6124,0.3061,8.2636,/home/users/gangus/data_06-19-19_processed/sequence_278.npy
3185,0.3086,0.5469,0.0935,0.051,-1.0,0.5464,0.1013,9.0912,/home/users/gangus/data_06-19-19_processed/sequence_3185.npy
14484,0.3342,0.2936,0.2158,0.1563,-1.0,0.8303,0.7635,7.2548,/home/users/gangus/data_06-19-19_processed/sequence_14484.npy
6275,0.348,0.0495,0.2347,0.3677,-1.0,0.4546,0.8994,7.5443,/home/users/gangus/data_06-19-19_processed/sequence_6275.npy
2939,0.3679,0.006,0.2738,0.3524,-1.0,0.8911,0.5483,4.4168,/home/users/gangus/data_06-19-19_processed/sequence_2939.npy
8930,0.0558,0.3153,0.1732,0.4557,-1.0,0.1378,0.0636,1.456,/home/users/gangus/data_06-19-19_processed/sequence_8930.npy
6371,0.1129,0.5476,0.1354,0.2041,-1.0,0.4738,0.6286,1.9057,/home/users/gangus/data_06-19-19_processed/sequence_6371.npy
19619,0.2013,0.3893,0.2028,0.2066,-1.0,0.4554,0.2729,4.2747,/home/users/gangus/data_06-19-19_processed/sequence_19619.npy
14908,0.2953,0.2854,0.2794,0.1399,-1.0,0.3953,0.3428,4.7613,/home/users/gangus/data_06-19-19_processed/sequence_14908.npy
18695,0.1477,0.2205,0.2826,0.3492,-1.0,0.4026,0.1208,4.1271,/home/users/gangus/data_06-19-19_processed/sequence_18695.npy
3179,0.2839,0.2792,0.0973,0.3396,-1.0,0.1435,0.5694,2.3816,/home/users/gangus/data_06-19-19_processed/sequence_3179.npy
1361,0.3405,0.2244,0.2421,0.193,-1.0,0.3539,0.3938,9.5214,/home/users/gangus/data_06-19-19_processed/sequence_1361.npy
19724,0.4064,0.0008,0.3359,0.2569,-1.0,0.3787,0.3081,4.9253,/home/users/gangus/data_06-19-19_processed/sequence_19724.npy
18569,0.209,0.1571,0.0039,0.63,-1.0,0.7866,0.0294,6.0567,/home/users/gangus/data_06-19-19_processed/sequence_18569.npy
7478,0.1469,0.1733,0.3626,0.3171,-1.0,0.4432,0.6723,8.0754,/home/users/gangus/data_06-19-19_processed/sequence_7478.npy
17411,0.1097,0.1053,0.5883,0.1967,-1.0,0.3156,0.3473,1.7025,/home/users/gangus/data_06-19-19_processed/sequence_17411.npy
5205,0.2093,0.34,0.2323,0.2184,-1.0,0.3163,0.8076,5.5871,/home/users/gangus/data_06-19-19_processed/sequence_5205.npy
12150,0.2082,0.1979,0.0551,0.5388,-1.0,0.4658,0.1973,5.0842,/home/users/gangus/data_06-19-19_processed/sequence_12150.npy
15908,0.2726,0.3212,0.2939,0.1123,-1.0,0.7773,0.4821,5.4574,/home/users/gangus/data_06-19-19_processed/sequence_15908.npy
7820,0.2956,0.3071,0.1833,0.2139,-1.0,0.4826,0.4036,8.4697,/home/users/gangus/data_06-19-19_processed/sequence_7820.npy
5478,0.1189,0.4208,0.4477,0.0127,-1.0,0.8443,0.75,4.0723,/home/users/gangus/data_06-19-19_processed/sequence_5478.npy
3186,0.2263,0.0666,0.1766,0.5306,-1.0,0.5654,0.3202,3.1468,/home/users/gangus/data_06-19-19_processed/sequence_3186.npy
3331,0.3055,0.1827,0.3245,0.1873,-1.0,0.8385,0.2343,6.2628,/home/users/gangus/data_06-19-19_processed/sequence_3331.npy
6313,0.4521,0.1819,0.0069,0.3591,-1.0,0.2886,0.8088,1.439,/home/users/gangus/data_06-19-19_processed/sequence_6313.npy
17093,0.3798,0.1453,0.2209,0.254,-1.0,0.1024,0.9186,8.5177,/home/users/gangus/data_06-19-19_processed/sequence_17093.npy
18703,0.6693,0.0737,0.1718,0.0852,-1.0,0.1617,0.8916,8.1409,/home/users/gangus/data_06-19-19_processed/sequence_18703.npy
14220,0.2771,0.2588,0.4243,0.0398,-1.0,0.759,0.6663,3.8173,/home/users/gangus/data_06-19-19_processed/sequence_14220.npy
10600,0.0603,0.7056,0.0412,0.1928,-1.0,0.2599,0.3195,6.1037,/home/users/gangus/data_06-19-19_processed/sequence_10600.npy
19539,0.0806,0.4715,0.3368,0.111,-1.0,0.5797,0.4201,2.1947,/home/users/gangus/data_06-19-19_processed/sequence_19539.npy
19515,0.2746,0.0595,0.3131,0.3527,-1.0,0.4847,0.2402,3.3364,/home/users/gangus/data_06-19-19_processed/sequence_19515.npy
3319,0.0781,0.387,0.368,0.1669,-1.0,0.8209,0.4493,1.4858,/home/users/gangus/data_06-19-19_processed/sequence_3319.npy
5876,0.1747,0.1844,0.3151,0.3258,-1.0,0.1282,0.9461,5.0842,/home/users/gangus/data_06-19-19_processed/sequence_5876.npy
11924,0.0044,0.6409,0.0528,0.3019,-1.0,0.5883,0.1576,8.1815,/home/users/gangus/data_06-19-19_processed/sequence_11924.npy
2749,0.3909,0.1853,0.027999999999999997,0.3959,-1.0,0.3681,0.7921,4.7855,/home/users/gangus/data_06-19-19_processed/sequence_2749.npy
7452,0.1996,0.1898,0.3421,0.2684,-1.0,0.2396,0.195,1.6248,/home/users/gangus/data_06-19-19_processed/sequence_7452.npy
1943,0.3529,0.2858,0.335,0.0263,-1.0,0.6536,0.1186,8.8925,/home/users/gangus/data_06-19-19_processed/sequence_1943.npy
10356,0.4147,0.0356,0.5013,0.0484,-1.0,0.8224,0.9569,8.1242,/home/users/gangus/data_06-19-19_processed/sequence_10356.npy
13333,0.3239,0.317,0.3305,0.0286,-1.0,0.3146,0.4758,3.6702,/home/users/gangus/data_06-19-19_processed/sequence_13333.npy
10334,0.1817,0.4762,0.0392,0.3029,-1.0,0.8793,0.2041,1.4083,/home/users/gangus/data_06-19-19_processed/sequence_10334.npy
8073,0.33399999999999996,0.2537,0.052000000000000005,0.3602,-1.0,0.4742,0.8304,6.422999999999999,/home/users/gangus/data_06-19-19_processed/sequence_8073.npy
88,0.1899,0.3387,0.1038,0.3676,-1.0,0.6023,0.6894,6.6279,/home/users/gangus/data_06-19-19_processed/sequence_88.npy
1469,0.046,0.1864,0.5008,0.2668,-1.0,0.826,0.4533,7.3835,/home/users/gangus/data_06-19-19_processed/sequence_1469.npy
2569,0.5172,0.3696,0.0621,0.0511,-1.0,0.1498,0.3672,6.416,/home/users/gangus/data_06-19-19_processed/sequence_2569.npy
10708,0.0138,0.3923,0.2835,0.3103,-1.0,0.1256,0.5877,7.8142,/home/users/gangus/data_06-19-19_processed/sequence_10708.npy
5009,0.1544,0.2678,0.3943,0.1835,-1.0,0.1439,0.7161,1.2531,/home/users/gangus/data_06-19-19_processed/sequence_5009.npy
5315,0.4096,0.3262,0.075,0.1892,-1.0,0.7167,0.8796,6.9685,/home/users/gangus/data_06-19-19_processed/sequence_5315.npy
4383,0.1123,0.2336,0.21899999999999997,0.4351,-1.0,0.4463,0.1136,8.8365,/home/users/gangus/data_06-19-19_processed/sequence_4383.npy
6932,0.0338,0.7935,0.1025,0.0703,-1.0,0.3036,0.6834,8.107000000000001,/home/users/gangus/data_06-19-19_processed/sequence_6932.npy
15505,0.153,0.1918,0.3404,0.3148,-1.0,0.8383,0.8825,1.5216,/home/users/gangus/data_06-19-19_processed/sequence_15505.npy
10823,0.1237,0.3965,0.062,0.4178,-1.0,0.3339,0.8886,8.8657,/home/users/gangus/data_06-19-19_processed/sequence_10823.npy
4823,0.3138,0.1675,0.3444,0.1743,-1.0,0.2675,0.9857,6.8074,/home/users/gangus/data_06-19-19_processed/sequence_4823.npy
3073,0.3185,0.326,0.1855,0.17,-1.0,0.6194,0.3534,6.9667,/home/users/gangus/data_06-19-19_processed/sequence_3073.npy
7687,0.2703,0.1667,0.3748,0.1882,-1.0,0.5401,0.4229,3.8739999999999997,/home/users/gangus/data_06-19-19_processed/sequence_7687.npy
13083,0.1773,0.0542,0.1908,0.5778,-1.0,0.4318,0.2377,4.5809,/home/users/gangus/data_06-19-19_processed/sequence_13083.npy
1340,0.0743,0.1642,0.3972,0.3644,-1.0,0.1826,0.2753,2.633,/home/users/gangus/data_06-19-19_processed/sequence_1340.npy
13726,0.2937,0.1315,0.3857,0.1891,-1.0,0.3509,0.6509,2.1927,/home/users/gangus/data_06-19-19_processed/sequence_13726.npy
17071,0.1554,0.3518,0.4139,0.0789,-1.0,0.5172,0.1199,3.1407,/home/users/gangus/data_06-19-19_processed/sequence_17071.npy
18456,0.0963,0.3403,0.3715,0.1919,-1.0,0.1129,0.2168,6.3032,/home/users/gangus/data_06-19-19_processed/sequence_18456.npy
5482,0.237,0.1903,0.2477,0.325,-1.0,0.4872,0.295,6.5831,/home/users/gangus/data_06-19-19_processed/sequence_5482.npy
8423,0.442,0.1998,0.0533,0.3049,-1.0,0.6955,0.5017,1.6594,/home/users/gangus/data_06-19-19_processed/sequence_8423.npy
5909,0.4232,0.1367,0.3164,0.1237,-1.0,0.6963,0.6593,2.0479,/home/users/gangus/data_06-19-19_processed/sequence_5909.npy
16907,0.2431,0.1177,0.3675,0.2717,-1.0,0.4036,0.9868,6.7501,/home/users/gangus/data_06-19-19_processed/sequence_16907.npy
13794,0.3581,0.2287,0.2971,0.1161,-1.0,0.5401,0.7451,1.2987,/home/users/gangus/data_06-19-19_processed/sequence_13794.npy
19023,0.3175,0.4055,0.037000000000000005,0.2399,-1.0,0.4183,0.9991,7.8821,/home/users/gangus/data_06-19-19_processed/sequence_19023.npy
18566,0.0333,0.3858,0.3758,0.2051,-1.0,0.5931,0.4199,8.8218,/home/users/gangus/data_06-19-19_processed/sequence_18566.npy
13986,0.1786,0.3427,0.3832,0.0955,-1.0,0.603,0.528,2.9357,/home/users/gangus/data_06-19-19_processed/sequence_13986.npy
15969,0.4082,0.1033,0.1975,0.29100000000000004,-1.0,0.7127,0.7256,5.3766,/home/users/gangus/data_06-19-19_processed/sequence_15969.npy
7128,0.3814,0.2846,0.1663,0.1676,-1.0,0.1647,0.7569,4.5013,/home/users/gangus/data_06-19-19_processed/sequence_7128.npy
9936,0.2773,0.1164,0.5187,0.0876,-1.0,0.5974,0.6341,7.4168,/home/users/gangus/data_06-19-19_processed/sequence_9936.npy
16543,0.4182,0.20800000000000002,0.318,0.0559,-1.0,0.1094,0.34700000000000003,3.6744,/home/users/gangus/data_06-19-19_processed/sequence_16543.npy
6407,0.2016,0.3589,0.371,0.0685,-1.0,0.4097,0.1684,3.4353,/home/users/gangus/data_06-19-19_processed/sequence_6407.npy
6789,0.4433,0.0331,0.2627,0.261,-1.0,0.6275,0.3518,3.2352,/home/users/gangus/data_06-19-19_processed/sequence_6789.npy
7298,0.1868,0.373,0.3275,0.1127,-1.0,0.6599,0.6147,2.861,/home/users/gangus/data_06-19-19_processed/sequence_7298.npy
8979,0.1316,0.3733,0.3741,0.121,-1.0,0.8585,0.5175,9.3316,/home/users/gangus/data_06-19-19_processed/sequence_8979.npy
7780,0.1816,0.2592,0.266,0.2932,-1.0,0.1532,0.4913,5.4955,/home/users/gangus/data_06-19-19_processed/sequence_7780.npy
12855,0.1592,0.3089,0.4921,0.0399,-1.0,0.8739,0.517,5.8307,/home/users/gangus/data_06-19-19_processed/sequence_12855.npy
18776,0.0245,0.3902,0.1842,0.4011,-1.0,0.361,0.4107,7.0667,/home/users/gangus/data_06-19-19_processed/sequence_18776.npy
12144,0.3926,0.01,0.1357,0.4617,-1.0,0.3551,0.7348,7.8644,/home/users/gangus/data_06-19-19_processed/sequence_12144.npy
15702,0.3243,0.0045,0.2626,0.4086,-1.0,0.3346,0.0979,1.3493,/home/users/gangus/data_06-19-19_processed/sequence_15702.npy
17037,0.3869,0.2797,0.1335,0.2,-1.0,0.8434,0.8525,2.1816,/home/users/gangus/data_06-19-19_processed/sequence_17037.npy
10833,0.4271,0.3019,0.1806,0.0905,-1.0,0.1328,0.682,8.9718,/home/users/gangus/data_06-19-19_processed/sequence_10833.npy
10093,0.5773,0.079,0.1422,0.2015,-1.0,0.4047,0.0915,2.8708,/home/users/gangus/data_06-19-19_processed/sequence_10093.npy
13466,0.1819,0.1752,0.1407,0.5022,-1.0,0.4339,0.4587,7.3041,/home/users/gangus/data_06-19-19_processed/sequence_13466.npy
303,0.2395,0.1422,0.4156,0.2027,-1.0,0.8376,0.461,9.6579,/home/users/gangus/data_06-19-19_processed/sequence_303.npy
13071,0.1017,0.4031,0.1058,0.3893,-1.0,0.7007,0.4279,7.1966,/home/users/gangus/data_06-19-19_processed/sequence_13071.npy
1375,0.3073,0.1506,0.3054,0.2367,-1.0,0.2144,0.2647,9.578,/home/users/gangus/data_06-19-19_processed/sequence_1375.npy
